DSSTox_RID	DSSTox_CID	DSSTox_Generic_SID	DSSTox_FileID	STRUCTURE_Formula	STRUCTURE_MolecularWeight	STRUCTURE_ChemicalType	STRUCTURE_TestedForm_DefinedOrganic	STRUCTURE_Shown	TestSubstance_ChemicalName	TestSubstance_CASRN	TestSubstance_Description	ChemicalNote	STRUCTURE_ChemicalName_IUPAC	STRUCTURE_SMILES	STRUCTURE_Parent_SMILES	STRUCTURE_InChI	STRUCTURE_InChIKey	StudyType	Endpoint	Species	ChemicalReplicateCount	ChemClass_MRDD_grouping	TherapeuticCategory	Dose_MRDD_mg	Dose_MRDD_mmol	LOGINV_MRDD_mmol	ActivityScore_FDAMDD	ActivityCategory_MRDD_mmol	ActivityCategory_MCASE_mg	Note_FDAMDD			
22570	2570	22570	31_FDAMDD_v3b	C21H32N6O3	416.51718	defined organic	parent	tested chemical	Alfentanil	71195-58-9	single chemical compound		"N-{1-[2-(4-ethyl-5-oxo-4,5-dihydro-1H-tetrazol-1-yl)ethyl]-4-[(methyloxy)methyl]piperidin-4-yl}-N-phenylpropanamide"	N3=NN(CC)C(=O)N3CCN2CCC(COC)(N(C1=CC=CC=C1)C(=O)CC)CC2	N3=NN(CC)C(=O)N3CCN2CCC(COC)(N(C1=CC=CC=C1)C(=O)CC)CC2	"InChI=1/C21H32N6O3/c1-4-19(28)27(18-9-7-6-8-10-18)21(17-30-3)11-13-24(14-12-21)15-16-26-20(29)25(5-2)22-23-26/h6-10H,4-5,11-17H2,1-3H3"	IDBPHNDTYPBSNI-UHFFFAOYAV	Clinical Reports 	Maximum Recommended Daily Dose	human	1		narcotic analgesic	0.245	0.000588211	3.230466835	47	High-Moderate	High	form of drug administered not known			
22571	2571	22571	32_FDAMDD_v3b	C12H13Cl2N3	270.15772	defined organic	parent	tested chemical	Alinidine	33178-86-8	single chemical compound		"N-(2,6-dichlorophenyl)-N-prop-2-en-1-yl-4,5-dihydro-1H-imidazol-2-amine"	C2=CC=C(Cl)C(N(CC=C)C1=NCCN1)=C2Cl	C2=CC=C(Cl)C(N(CC=C)C1=NCCN1)=C2Cl	"InChI=1/C12H13Cl2N3/c1-2-8-17(12-15-6-7-16-12)11-9(13)4-3-5-10(11)14/h2-5H,1,6-8H2,(H,15,16)/f/h15H"	OXTYVEUAQHPPMV-YAQRNVERCG	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiarrhythmic	1.33	0.00492305	2.307765741	37	Moderate	High	form of drug administered not known			
22572	2572	22572	33_FDAMDD_v3b	C10H12N2O3	208.21388	defined organic	parent	tested chemical	Allobarbital	52-43-7	single chemical compound		"5,5-diprop-2-en-1-ylpyrimidine-2,4,6(1H,3H,5H)-trione"	O=C1NC(=O)NC(=O)C1(CC=C)CC=C	O=C1NC(=O)NC(=O)C1(CC=C)CC=C	"InChI=1/C10H12N2O3/c1-3-5-10(6-4-2)7(13)11-9(15)12-8(10)14/h3-4H,1-2,5-6H2,(H2,11,12,13,14,15)/f/h11-12H"	FDQGNLOWMMVRQL-WYCIUFAECF	Clinical Reports 	Maximum Recommended Daily Dose	human	1		sedative; hypnotic	3.33	0.01599317	1.796065444	31	Moderate	Moderate	form of drug administered not known			
22573	2573	22573	34_FDAMDD_v3b	C5H4N4O	136.1115	defined organic	parent	tested chemical	Allopurinol	315-30-0	single chemical compound	tautomers	"1H-pyrazolo[3,4-d]pyrimidin-4-ol"	N1C=NC2=C(C=1O)C=NN2	N1C=NC2=C(C=1O)C=NN2	"InChI=1/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)/f/h9-10H"	OFCNXPDARWKPPY-XMBMESGPCU	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiurolithic	13.3	0.097714007	1.010043179	22	Low	Low	form of drug administered not known			
22574	2574	22574	35_FDAMDD_v3b	C21H32O	300.47818	defined organic	parent	tested chemical	Allylestrenol	432-60-0 	single chemical compound	stereochem	(17beta)-17-prop-2-en-1-ylestr-4-en-17-ol	C=CC[C@]2(O)CC[C@H]3[C@@H]4CC\C1=C\CCC[C@@H]1[C@H]4CC[C@]23C	C=CC[C@]2(O)CC[C@H]3[C@@H]4CC\C1=C\CCC[C@@H]1[C@H]4CC[C@]23C	"InChI=1/C21H32O/c1-3-12-21(22)14-11-19-18-9-8-15-6-4-5-7-16(15)17(18)10-13-20(19,21)2/h3,6,16-19,22H,1,4-5,7-14H2,2H3/t16-,17+,18+,19-,20-,21-/m0/s1"	ATXHVCQZZJYMCF-XUDSTZEEBM	Clinical Reports 	Maximum Recommended Daily Dose	human	1		progestogen	0.25	0.000832007	3.079872931	46	High-Moderate	High	form of drug administered not known			
22575	2575	22575	36_FDAMDD_v3b	C16H23NO2	261.3593	defined organic	parent	tested chemical	Alphaprodine	77-20-3	single chemical compound	stereochem	"(3S,4R)-1,3-dimethyl-4-phenylpiperidin-4-yl propanoate"	O=C(CC)O[C@@]1([C@@]2=CC=CC=C2)[C@@H](C)CN(C)CC1	O=C(CC)O[C@@]1([C@@]2=CC=CC=C2)[C@@H](C)CN(C)CC1	"InChI=1/C16H23NO2/c1-4-15(18)19-16(14-8-6-5-7-9-14)10-11-17(3)12-13(16)2/h5-9,13H,4,10-12H2,1-3H3/t13-,16+/m0/s1"	UVAZQQHAVMNMHE-XJKSGUPXBM	Clinical Reports 	Maximum Recommended Daily Dose	human	1		narcotic analgesic	0.5	0.001913075	2.718267954	42	Moderate	High	form of drug administered not known; structure modified v3b			
22576	2576	22576	37_FDAMDD_v3b	C21H32O3	332.47698	defined organic	parent	tested chemical	Alphaxalone	23930-19-0	single chemical compound	stereochem	"(3alpha,5alpha)-3-hydroxypregnane-11,20-dione"	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C	"InChI=1/C21H32O3/c1-12(22)16-6-7-17-15-5-4-13-10-14(23)8-9-20(13,2)19(15)18(24)11-21(16,17)3/h13-17,19,23H,4-11H2,1-3H3/t13-,14+,15-,16+,17-,19+,20-,21+/m0/s1"	DUHUCHOQIDJXAT-OLVMNOGEBO	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anesthetic	0.675	0.002030216	2.692457808	41	Moderate	High	form of drug administered not known			
22577	2577	22577	38_FDAMDD_v3b	C17H13ClN4	308.76492	defined organic	parent	tested chemical	Alprazolam	28981-97-7	single chemical compound		"8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"	C1=C(Cl)C=C3C(=C1)N4C(CN=C3C2=CC=CC=C2)=NN=C4C	C1=C(Cl)C=C3C(=C1)N4C(CN=C3C2=CC=CC=C2)=NN=C4C	"InChI=1/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3"	VREFGVBLTWBCJP-UHFFFAOYAT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anxiolytic	0.167	0.000540865	3.266911481	48	High-Moderate	High	form of drug administered not known			
22578	2578	22578	39_FDAMDD_v3b	C20H34O5	354.48096	defined organic	parent	tested chemical	Alprostadil	745-65-3	single chemical compound	stereochem	"(11alpha,13E,15S)-11,15-dihydroxy-9-oxoprost-13-en-1-oic acid"	O[C@@H]1CC(=O)[C@H](CCCCCCC(O)=O)[C@H]1/C=C/[C@@H](O)CCCCC	O[C@@H]1CC(=O)[C@H](CCCCCCC(O)=O)[C@H]1/C=C/[C@@H](O)CCCCC	"InChI=1/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,15-17,19,21,23H,2-11,14H2,1H3,(H,24,25)/b13-12+/t15-,16+,17+,19+/m0/s1/f/h24H"	GMVPRGQOIOIIMI-IJVTXSQGDV	Clinical Reports 	Maximum Recommended Daily Dose	human	1		vasodilator	0.0001	2.82103E-07	6.549592913	84	High	High	form of drug administered not known			
22579	2579	22579	40_FDAMDD_v3b	C9H18N6	210.2794	defined organic	parent	tested chemical	Altretamine	645-05-6	single chemical compound		"N,N,N',N',N'',N''-hexamethyl-1,3,5-triazine-2,4,6-triamine"	N1=C(N(C)C)N=C(N(C)C)N=C1N(C)C	N1=C(N(C)C)N=C(N(C)C)N=C1N(C)C	InChI=1/C9H18N6/c1-13(2)7-10-8(14(3)4)12-9(11-7)15(5)6/h1-6H3	UUVWYPNAQBNQJQ-UHFFFAOYAJ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antineoplastic	5.41	0.025727675	1.589599464	29	Low-Moderate	Low	form of drug administered not known			
22580	2117	22117	41_FDAMDD_v3b	C10H17N	151.251	defined organic	parent	tested chemical	Amantadine	768-94-5	single chemical compound		adamantan-1-amine	NC13CC(CC(C3)C2)CC2C1	NC13CC(CC(C3)C2)CC2C1	"InChI=1/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2"	DKNWSYNQZKUICI-UHFFFAOYAJ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiviral; antiparkinsonian	6.67	0.044098882	1.355572421	26	Low-Moderate	Low	form of drug administered not known			
22581	2581	22581	42_FDAMDD_v3b	C8H11N7S	237.28484	defined organic	parent	tested chemical	Ambazone	539-21-9	single chemical compound	stereochem	"(2E)-2-{(4E)-4-[(aminocarbonothioyl)hydrazono]cyclohexa-2,5-dien-1-ylidene}hydrazinecarboximidamide"	C1C(=NNC(N)=N)C=CC(=NNC(N)=S)C=1	C1C(=NNC(N)=N)C=CC(=NNC(N)=S)C=1	"InChI=1/C8H11N7S/c9-7(10)14-12-5-1-3-6(4-2-5)13-15-8(11)16/h1-4H,(H4,9,10,14)(H3,11,15,16)/b12-5-,13-6+/f/h9,14-15H,10-11H2/b9-7?,12-5-,13-6+"	MLMFUKWWZIZRHX-KOKNFSNADS	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	0.167	0.000703795	3.152553521	46	High-Moderate	High	form of drug administered not known			
22582	2582	22582	43_FDAMDD_v3b	C28H42Cl4N4O2	608.47068	defined organic	salt 2Cl	tested chemical	Ambenonium chloride	115-79-7	single chemical compound	ammonium	"2,2'-[(1,2-dioxoethane-1,2-diyl)diimino]bis{N-[(2-chlorophenyl)methyl]-N,N-diethylethanaminium} dichloride"	[Cl-].[Cl-].Clc2ccccc2C[N+](CC)(CC)CCNC(=O)C(=O)NCC[N+](Cc1ccccc1Cl)(CC)CC	Clc2ccccc2C[N+](CC)(CC)CCNC(=O)C(=O)NCC[N+](Cc1ccccc1Cl)(CC)CC	"InChI=1/C28H40Cl2N4O2.2ClH/c1-5-33(6-2,21-23-13-9-11-15-25(23)29)19-17-31-27(35)28(36)32-18-20-34(7-3,8-4)22-24-14-10-12-16-26(24)30;;/h9-16H,5-8,17-22H2,1-4H3;2*1H/fC28H42Cl2N4O2.2Cl/h31-32H;2*1h/q+2;2*-1"	DXUUXWKFVDVHIK-ZVSBXUMXCY	Clinical Reports 	Maximum Recommended Daily Dose	human	1		cholinesterase inhibitor	1.67	0.002744586	2.561523185	40	Moderate	High	form of drug administered not known			
22583	2583	22583	44_FDAMDD_v3b	C13H18Br2N2O	378.10282	defined organic	parent	tested chemical	Ambroxol	18683-91-5	single chemical compound	stereochem	"trans-4-{[(2-amino-3,5-dibromophenyl)methyl]amino}cyclohexanol"	O[C@@H]2CC[C@@H](NCc1cc(Br)cc(Br)c1N)CC2	O[C@@H]2CC[C@@H](NCc1cc(Br)cc(Br)c1N)CC2	"InChI=1/C13H18Br2N2O/c14-9-5-8(13(16)12(15)6-9)7-17-10-1-3-11(18)4-2-10/h5-6,10-11,17-18H,1-4,7,16H2/t10-,11-"	JBDGDEWWOUBZPM-XYPYZODXBS	Clinical Reports 	Maximum Recommended Daily Dose	human	1		expectorant	2	0.005289566	2.276579921	37	Moderate	High	form of drug administered not known			
22584	2584	22584	45_FDAMDD_v3b	C15H23N3O3S	325.42642	defined organic	parent	tested chemical	Amdinocillin	32887-01-7	single chemical compound	stereochem	"(2S,5R,6R)-6-{[(1E)-azepan-1-ylmethylidene]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"	O=C(O)[C@@H]2N3C(=O)[C@@H](/N=C/N1CCCCCC1)[C@H]3SC2(C)C	O=C(O)[C@@H]2N3C(=O)[C@@H](/N=C/N1CCCCCC1)[C@H]3SC2(C)C	"InChI=1/C15H23N3O3S/c1-15(2)11(14(20)21)18-12(19)10(13(18)22-15)16-9-17-7-5-3-4-6-8-17/h9-11,13H,3-8H2,1-2H3,(H,20,21)/b16-9+/t10-,11+,13-/m1/s1/f/h20H"	BWWVAEOLVKTZFQ-QZPBSIJIDZ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	15	0.046093369	1.33636155	26	Low-Moderate	Low	form of drug administered not known			
22585	2585	22585	46_FDAMDD_v3b	C5H15N2O3PS	214.222961	defined organic	parent	tested chemical	Amifostine	20537-88-6	single chemical compound	stereochem	S-{2-[(3-aminopropyl)amino]ethyl} dihydrogen thiophosphate	P(O)(=O)(O)SCCNCCCN	P(O)(=O)(O)SCCNCCCN	"InChI=1/C5H15N2O3PS/c6-2-1-3-7-4-5-12-11(8,9)10/h7H,1-6H2,(H2,8,9,10)/f/h8-9H"	JKOQGQFVAUAYPM-DEPUQRHOCN	Clinical Reports 	Maximum Recommended Daily Dose	human	1		mucolytic	24.6	0.114833629	0.939930911	22	Low	Low	form of drug administered not known			
22586	2586	22586	47_FDAMDD_v3b	C22H43N5O13	585.60252	defined organic	parent	tested chemical	Amikacin	37517-28-5	single chemical compound	stereochem	"(2S)-4-amino-N-{(1R,2S,3S,4R,5S)-5-amino-2-[(3-amino-3-deoxy-alpha-D-glucopyranosyl)oxy]-4-[(6-amino-6-deoxy-alpha-D-glucopyranosyl)oxy]-3-hydroxycyclohexyl}-2-hydroxybutanamide"	NCC[C@H](O)C(=O)N[C@@H]3C[C@H](N)[C@@H](O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H]3O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O	NCC[C@H](O)C(=O)N[C@@H]3C[C@H](N)[C@@H](O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H]3O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O	"InChI=1/C22H43N5O13/c23-2-1-8(29)20(36)27-7-3-6(25)18(39-22-16(34)15(33)13(31)9(4-24)37-22)17(35)19(7)40-21-14(32)11(26)12(30)10(5-28)38-21/h6-19,21-22,28-35H,1-5,23-26H2,(H,27,36)/t6-,7+,8-,9+,10+,11-,12+,13+,14+,15-,16+,17-,18+,19-,21+,22+/m0/s1/f/h27H"	LKCWBDHBTVXHDL-VLZSSAFWDT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	15	0.025614644	1.591511678	29	Low-Moderate	Low	form of drug administered not known			
22587	70	20070	48_FDAMDD_v3b	C6H13NO2	131.1742	defined organic	parent	tested chemical	Aminocaproic acid	60-32-2	single chemical compound		6-aminohexanoic acid	OC(=O)CCCCCN	OC(=O)CCCCCN	"InChI=1/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)/f/h8H"	SLXKOJJOQWFEFD-FZOZFQFYCD	Clinical Reports 	Maximum Recommended Daily Dose	human	1		hemostatic	200	1.524690069	-0.183181571	9	Low	Low	form of drug administered not known			
22588	2588	22588	49_FDAMDD_v3b	C19H20N8O5	440.4127	defined organic	parent	tested chemical	"Aminofolic acid, 4-"	54-62-6	single chemical compound		"N-[(4-{[(2,4-diaminopteridin-6-yl)methyl]amino}phenyl)carbonyl]glutamic acid"	C3=C(C(=O)NC(CCC(O)=O)C(O)=O)C=CC(NCC1=NC2C(N=C1)=NC(N)=NC=2N)=C3	C3=C(C(=O)NC(CCC(O)=O)C(O)=O)C=CC(NCC1=NC2C(N=C1)=NC(N)=NC=2N)=C3	"InChI=1/C19H20N8O5/c20-15-14-16(27-19(21)26-15)23-8-11(24-14)7-22-10-3-1-9(2-4-10)17(30)25-12(18(31)32)5-6-13(28)29/h1-4,8,12,22H,5-7H2,(H,25,30)(H,28,29)(H,31,32)(H4,20,21,23,26,27)/f/h25,28,31H,20-21H2"	TVZGACDUOSZQKY-PXIYXWEJCU	Clinical Reports 	Maximum Recommended Daily Dose	human	1		rodenticide	0.00833	1.89141E-05	4.723214833	64	High	High	form of drug administered not known			
22589	2589	22589	50_FDAMDD_v3b	C13H16N2O2	232.27834	defined organic	parent	tested chemical	Aminoglutethimide	125-84-8	single chemical compound		"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione"	N2C(=O)CCC(C1=CC=C(N)C=C1)(CC)C2=O	N2C(=O)CCC(C1=CC=C(N)C=C1)(CC)C2=O	"InChI=1/C13H16N2O2/c1-2-13(8-7-11(16)15-12(13)17)9-3-5-10(14)6-4-9/h3-6H,2,7-8,14H2,1H3,(H,15,16,17)/f/h15H"	ROBVIMPUHSLWNV-YAQRNVERCR	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anticonvulsant	16.7	0.071896501	1.143292242	24	Low	Low	form of drug administered not known			
22590	2590	22590	51_FDAMDD_v3b	C9H10N2O3	194.1873	defined organic	parent	tested chemical	Aminohippuric acid	61-78-9	single chemical compound		N-[(4-aminophenyl)carbonyl]glycine	C1=C(N)C=CC(C(=O)NCC(O)=O)=C1	C1=C(N)C=CC(C(=O)NCC(O)=O)=C1	"InChI=1/C9H10N2O3/c10-7-3-1-6(2-4-7)9(14)11-5-8(12)13/h1-4H,5,10H2,(H,11,14)(H,12,13)/f/h11-12H"	HSMNQINEKMPTIC-WYCIUFAECJ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anti inflammatory; antifungal	10	0.051496674	1.288220823	26	Low-Moderate	Low	form of drug administered not known			
22591	2591	22591	52_FDAMDD_v3b	C7H7NO3	153.13538	defined organic	parent	tested chemical	Aminosalicylic acid	65-49-6	single chemical compound		4-amino-2-hydroxybenzoic acid	C1=C(N)C=C(O)C(C(O)=O)=C1	C1=C(N)C=C(O)C(C(O)=O)=C1	"InChI=1/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)/f/h10H"	WUBBRNOQWQTFEX-KZFATGLACO	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	200	1.306033916	-0.115954455	10	Low	Low	form of drug administered not known			
22592	2592	22592	53_FDAMDD_v3b	C25H29I2NO3	645.3116	defined organic	parent	tested chemical	Amiodarone	1951-25-3	single chemical compound		"(2-butyl-1-benzofuran-3-yl)(4-{[2-(diethylamino)ethyl]oxy}-3,5-diiodophenyl)methanone"	C1=CC=C3C(=C1)OC(CCCC)=C3C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2	C1=CC=C3C(=C1)OC(CCCC)=C3C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2	"InChI=1/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3"	IYIKLHRQXLHMJQ-UHFFFAOYAO	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiarrhythmic; antianginal	26.7	0.04137536	1.383258211	27	Low-Moderate	Low	form of drug administered not known			
22593	2593	22593	54_FDAMDD_v3b	C10H12N4OS	236.29348	defined organic	parent	tested chemical	Amithiozone	104-06-3	single chemical compound	stereochem	N-(4-{(E)-[(aminocarbonothioyl)hydrazono]methyl}phenyl)acetamide	C1=C(NC(C)=O)C=CC(C=NNC(N)=S)=C1	C1=C(NC(C)=O)C=CC(C=NNC(N)=S)=C1	"InChI=1/C10H12N4OS/c1-7(15)13-9-4-2-8(3-5-9)6-12-14-10(11)16/h2-6H,1H3,(H,13,15)(H3,11,14,16)/b12-6+/f/h13-14H,11H2"	SRVJKTDHMYAMHA-QPXNDVMFDX	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	2.5	0.010580063	1.97551173	33	Moderate	High-Moderate	form of drug administered not known			
22594	2594	22594	55_FDAMDD_v3b	C20H23N	277.40332	defined organic	parent	tested chemical	Amitriptyline	50-48-6	single chemical compound		"3-(10,11-dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethylpropan-1-amine"	C1=CC=C2C(=C1)CCC3=C(C2=CCCN(C)C)C=CC=C3	C1=CC=C2C(=C1)CCC3=C(C2=CCCN(C)C)C=CC=C3	"InChI=1/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3"	KRMDCWKBEZIMAB-UHFFFAOYAI	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antidepressant	5	0.018024298	1.74414165	31	Moderate	Low	form of drug administered not known			
22595	2595	22595	56_FDAMDD_v3b	C16H14N2O4	298.29336	defined organic	parent	tested chemical	Amlenanox	68302-57-8	single chemical compound		"2-amino-7-(1-methylethyl)-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxylic acid"	C1=C(C(C)C)C=C2C(=C1)OC3=C(C2=O)C=C(C(=O)O)C(N)=N3	C1=C(C(C)C)C=C2C(=C1)OC3=C(C2=O)C=C(C(=O)O)C(N)=N3	"InChI=1/C16H14N2O4/c1-7(2)8-3-4-12-9(5-8)13(19)10-6-11(16(20)21)14(17)18-15(10)22-12/h3-7H,1-2H3,(H2,17,18)(H,20,21)/f/h20H,17H2"	SGRYPYWGNKJSDL-XFDRBGHPCI	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiallergic; antiasthmatic	2.5	0.008381011	2.076703577	34	Moderate	High-Moderate	form of drug administered not known			
22596	2596	22596	57_FDAMDD_v3b	C20H25ClN2O5	408.8759	defined organic	parent	tested chemical	Amlodipine	88150-42-9	single chemical compound		"3-ethyl 5-methyl 2-{[(2-aminoethyl)oxy]methyl}-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate"	C2=C(Cl)C(C1C(C(=O)OC)=C(C)NC(COCCN)=C1C(=O)OCC)=CC=C2	C2=C(Cl)C(C1C(C(=O)OC)=C(C)NC(COCCN)=C1C(=O)OCC)=CC=C2	"InChI=1/C20H25ClN2O5/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21/h5-8,17,23H,4,9-11,22H2,1-3H3"	HTIQEAQVCYTUBX-UHFFFAOYAV	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antianginal; antihypertensive	0.167	0.000408437	3.388875042	49	High-Moderate	High	form of drug administered not known			
22597	2597	22597	58_FDAMDD_v3b	C20H22ClN3O	355.86118	defined organic	parent	tested chemical	Amodiaquine	86-42-0	single chemical compound		4-[(7-chloroquinolin-4-yl)amino]-2-[(diethylamino)methyl]phenol	C1(Cl)=CC=C3C(=C1)N=CC=C3NC2=CC(CN(CC)CC)=C(O)C=C2	C1(Cl)=CC=C3C(=C1)N=CC=C3NC2=CC(CN(CC)CC)=C(O)C=C2	"InChI=1/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)/f/h23H"	OVCDSSHSILBFBN-MPIMZMORCM	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antimalarial	3.33	0.009357582	2.028836381	34	Moderate	Moderate	form of drug administered not known			
22598	2598	22598	59_FDAMDD_v3b	C17H16ClN3O	313.78144	defined organic	parent	tested chemical	Amoxapine	14028-44-5	single chemical compound		"2-chloro-11-piperazin-1-yldibenzo[b,f][1,4]oxazepine"	C1=C(Cl)C=C3C(=C1)OC4=C(N=C3N2CCNCC2)C=CC=C4	C1=C(Cl)C=C3C(=C1)OC4=C(N=C3N2CCNCC2)C=CC=C4	"InChI=1/C17H16ClN3O/c18-12-5-6-15-13(11-12)17(21-9-7-19-8-10-21)20-14-3-1-2-4-16(14)22-15/h1-6,11,19H,7-10H2"	QWGDMFLQWFTERH-UHFFFAOYAA	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antidepressant	10	0.031869316	1.496627252	28	Low-Moderate	Low	form of drug administered not known			
22599	2599	22599	60_FDAMDD_v3b	C16H25N3O8S	419.45	defined organic	complex 3H2O	tested chemical	Amoxicillin	61336-70-7	single chemical compound	"stereochem, parent [26787-78-0]"	"(2S,5R,6R)-6-{[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid trihydrate"	[H][C@@]12[C@]([H])(NC([C@H](N)C3=CC=C(O)C=C3)=O)C(N1[C@@H]([C@@](O)=O)C(C)(C)S2)=O.O.O.O	[H][C@@]12[C@]([H])(NC([C@H](N)C3=CC=C(O)C=C3)=O)C(N1[C@@H]([C@@](O)=O)C(C)(C)S2)=O	"InChI=1/C16H19N3O5S.3H2O/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7;;;/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24);3*1H2/t9-,10-,11+,14-;;;/m1.../s1/f/h18,23H;;;"	MQXQVCLAUDMCEF-TZNLBGPWDT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	25	0.05960186	1.22474019	25	Low-Moderate	Low	form of drug administered not known; structure modified v3b			
22600	2600	22600	61_FDAMDD_v3b	C9H13N	135.20622	defined organic	parent	tested chemical	Amphetamine	300-62-9	single chemical compound		1-phenylpropan-2-amine	C1=CC=CC(CC(N)C)=C1	C1=CC=CC(CC(N)C)=C1	"InChI=1/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3"	KWTSXDURSIMDCE-UHFFFAOYAO	Clinical Reports 	Maximum Recommended Daily Dose	human	1		CNS stimulant; anorexic	1	0.007396109	2.130996671	35	Moderate	High	form of drug administered not known			
